
-------Start
Simulation.__init__()                        t:[.0]      m:[1001/s]   mi:[1001/s]
VISUALS.show_message()                       t:[.36]     m:[31/s]     mi:[31/s]
VISUALS.info()                               t:[.36]     m:[31/s]     mi:[31/s]
VISUALS.mouse_info()                         t:[.36]     m:[32/s]     mi:[32/s]
VISUALS.show_message()                       t:[.36]     m:[33/s]     mi:[33/s]
VISUALS.show_message()                       t:[.36]     m:[33/s]     mi:[33/s]
VISUALS.show_messages()                      t:[.36]     m:[34/s]     mi:[34/s]
VISUALS.show_message()                       t:[.36]     m:[34/s]     mi:[34/s]
VISUALS.screen_info()                        t:[.36]     m:[35/s]     mi:[35/s]
VISUALS.show_message()                       t:[.36]     m:[35/s]     mi:[35/s]
VISUALS.show_message()                       t:[.36]     m:[36/s]     mi:[36/s]
VISUALS.show_messages()                      t:[.36]     m:[36/s]     mi:[36/s]
VISUALS.show_message()                       t:[.36]     m:[37/s]     mi:[37/s]
VISUALS.show_message()                       t:[.36]     m:[37/s]     mi:[37/s]
VISUALS.show_message()                       t:[.36]     m:[38/s]     mi:[38/s]
VISUALS.show_message()                       t:[.36]     m:[39/s]     mi:[39/s]
VISUALS.debug_info()                         t:[.36]     m:[39/s]     mi:[39/s]
VISUALS.show_message()                       t:[.36]     m:[40/s]     mi:[40/s]
VISUALS.show_message()                       t:[.36]     m:[40/s]     mi:[40/s]
VISUALS.show_messages()                      t:[.36]     m:[41/s]     mi:[41/s]
VISUALS.show_message()                       t:[.36]     m:[41/s]     mi:[41/s]
VISUALS.show_message()                       t:[.36]     m:[42/s]     mi:[42/s]
VISUALS.show_message()                       t:[.36]     m:[42/s]     mi:[42/s]
VISUALS.show_message()                       t:[.36]     m:[43/s]     mi:[43/s]
VISUALS.show_message()                       t:[.36]     m:[43/s]     mi:[43/s]
VISUALS.show_message()                       t:[.36]     m:[44/s]     mi:[44/s]
VISUALS.show_message()                       t:[.36]     m:[45/s]     mi:[45/s]
VISUALS.show_message()                       t:[.36]     m:[45/s]     mi:[45/s]
VISUALS.show_message()                       t:[.36]     m:[46/s]     mi:[46/s]
VISUALS.show_message()                       t:[.36]     m:[46/s]     mi:[46/s]
VISUALS.show_message()                       t:[.36]     m:[47/s]     mi:[47/s]
VISUALS.show_message()                       t:[.36]     m:[47/s]     mi:[47/s]
VISUALS.show_message()                       t:[.36]     m:[48/s]     mi:[48/s]
VISUALS.show_message()                       t:[.36]     m:[48/s]     mi:[48/s]
VISUALS.show_message()                       t:[.36]     m:[49/s]     mi:[49/s]
VISUALS.show_message()                       t:[.36]     m:[49/s]     mi:[49/s]
VISUALS.show_message()                       t:[.36]     m:[50/s]     mi:[50/s]
VISUALS.show_message()                       t:[.36]     m:[50/s]     mi:[50/s]
VISUALS.show_message()                       t:[.36]     m:[51/s]     mi:[51/s]
VISUALS.show_message()                       t:[.36]     m:[52/s]     mi:[52/s]
VISUALS.show_message()                       t:[.36]     m:[52/s]     mi:[52/s]
VISUALS.show_message()                       t:[.36]     m:[53/s]     mi:[53/s]
VISUALS.show_message()                       t:[.36]     m:[53/s]     mi:[53/s]
VISUALS.show_message()                       t:[.36]     m:[54/s]     mi:[54/s]
VISUALS.show_message()                       t:[.36]     m:[54/s]     mi:[54/s]
VISUALS.show_message()                       t:[.36]     m:[55/s]     mi:[55/s]
VISUALS.show_message()                       t:[.36]     m:[55/s]     mi:[55/s]
VISUALS.show_message()                       t:[.36]     m:[56/s]     mi:[56/s]
VISUALS.show_message()                       t:[.36]     m:[56/s]     mi:[56/s]
VISUALS.show_message()                       t:[.36]     m:[57/s]     mi:[57/s]
VISUALS.debug_errors()                       t:[.36]     m:[58/s]     mi:[58/s]
VISUALS.show_message()                       t:[.36]     m:[58/s]     mi:[58/s]
VISUALS.show_message()                       t:[.36]     m:[59/s]     mi:[59/s]
VISUALS.show_errors()                        t:[.36]     m:[59/s]     mi:[59/s]
VISUALS.update_screen()                      t:[.36]     m:[60/s]     mi:[60/s]

-------Reload
Simulation.main()                            t:[.36]     m:[60/s]     mi:[60/s]
Simulation.reload()                          t:[.36]     m:[61/s]     mi:[61/s]
CONTROLLS.handle_events()                    t:[.36]     m:[61/s]     mi:[61/s]
VISUALS.reload()                             t:[.36]     m:[62/s]     mi:[62/s]
VISUALS.get_actions()                        t:[.36]     m:[62/s]     mi:[62/s]
VISUALS.clear_screen()                       t:[.36]     m:[63/s]     mi:[63/s]
VISUALS.draw_objects()                       t:[.36]     m:[63/s]     mi:[63/s]
VISUALS.show_message()                       t:[.36]     m:[64/s]     mi:[64/s]
VISUALS.draw_object()                        t:[.36]     m:[65/s]     mi:[65/s]
VISUALS.draw_rect()                          t:[.36]     m:[65/s]     mi:[65/s]
VISUALS.show_message()                       t:[.36]     m:[66/s]     mi:[66/s]
VISUALS.draw_object()                        t:[.36]     m:[66/s]     mi:[66/s]
VISUALS.draw_rect()                          t:[.36]     m:[67/s]     mi:[67/s]
VISUALS.show_message()                       t:[.36]     m:[67/s]     mi:[67/s]
VISUALS.info()                               t:[.36]     m:[68/s]     mi:[68/s]
VISUALS.mouse_info()                         t:[.36]     m:[68/s]     mi:[68/s]
VISUALS.show_message()                       t:[.36]     m:[69/s]     mi:[69/s]
VISUALS.show_message()                       t:[.36]     m:[69/s]     mi:[69/s]
VISUALS.show_messages()                      t:[.36]     m:[70/s]     mi:[70/s]
VISUALS.show_message()                       t:[.36]     m:[70/s]     mi:[70/s]
VISUALS.screen_info()                        t:[.36]     m:[71/s]     mi:[71/s]
VISUALS.show_message()                       t:[.36]     m:[72/s]     mi:[72/s]
VISUALS.show_message()                       t:[.36]     m:[72/s]     mi:[72/s]
VISUALS.show_messages()                      t:[.36]     m:[73/s]     mi:[73/s]
VISUALS.show_message()                       t:[.36]     m:[73/s]     mi:[73/s]
VISUALS.show_message()                       t:[.36]     m:[74/s]     mi:[74/s]
VISUALS.show_message()                       t:[.36]     m:[74/s]     mi:[74/s]
VISUALS.show_message()                       t:[.36]     m:[75/s]     mi:[75/s]
VISUALS.debug_info()                         t:[.36]     m:[75/s]     mi:[75/s]
VISUALS.show_message()                       t:[.36]     m:[76/s]     mi:[76/s]
VISUALS.show_message()                       t:[.36]     m:[77/s]     mi:[77/s]
VISUALS.show_messages()                      t:[.36]     m:[77/s]     mi:[77/s]
VISUALS.show_message()                       t:[.36]     m:[78/s]     mi:[78/s]
VISUALS.show_message()                       t:[.36]     m:[78/s]     mi:[78/s]
VISUALS.show_message()                       t:[.36]     m:[79/s]     mi:[79/s]
VISUALS.show_message()                       t:[.36]     m:[79/s]     mi:[79/s]
VISUALS.show_message()                       t:[.36]     m:[80/s]     mi:[80/s]
VISUALS.show_message()                       t:[.36]     m:[80/s]     mi:[80/s]
VISUALS.show_message()                       t:[.36]     m:[81/s]     mi:[81/s]
VISUALS.show_message()                       t:[.36]     m:[81/s]     mi:[81/s]
VISUALS.show_message()                       t:[.36]     m:[82/s]     mi:[82/s]
VISUALS.show_message()                       t:[.36]     m:[82/s]     mi:[82/s]
VISUALS.show_message()                       t:[.36]     m:[83/s]     mi:[83/s]
VISUALS.show_message()                       t:[.36]     m:[84/s]     mi:[84/s]
VISUALS.show_message()                       t:[.36]     m:[84/s]     mi:[84/s]
VISUALS.show_message()                       t:[.36]     m:[85/s]     mi:[85/s]
VISUALS.show_message()                       t:[.36]     m:[85/s]     mi:[85/s]
VISUALS.show_message()                       t:[.36]     m:[86/s]     mi:[86/s]
VISUALS.show_message()                       t:[.36]     m:[86/s]     mi:[86/s]
VISUALS.show_message()                       t:[.36]     m:[87/s]     mi:[87/s]
VISUALS.show_message()                       t:[.36]     m:[87/s]     mi:[87/s]
VISUALS.show_message()                       t:[.36]     m:[88/s]     mi:[88/s]
VISUALS.show_message()                       t:[.36]     m:[88/s]     mi:[88/s]
VISUALS.show_message()                       t:[.36]     m:[89/s]     mi:[89/s]
VISUALS.show_message()                       t:[.36]     m:[89/s]     mi:[89/s]
VISUALS.show_message()                       t:[.36]     m:[90/s]     mi:[90/s]
VISUALS.show_message()                       t:[.36]     m:[91/s]     mi:[91/s]
VISUALS.show_message()                       t:[.36]     m:[91/s]     mi:[91/s]
VISUALS.show_message()                       t:[.36]     m:[92/s]     mi:[92/s]
VISUALS.show_message()                       t:[.36]     m:[92/s]     mi:[92/s]
VISUALS.show_message()                       t:[.36]     m:[93/s]     mi:[93/s]
VISUALS.debug_errors()                       t:[.36]     m:[93/s]     mi:[93/s]
VISUALS.show_message()                       t:[.36]     m:[94/s]     mi:[94/s]
VISUALS.show_message()                       t:[.36]     m:[94/s]     mi:[94/s]
VISUALS.show_errors()                        t:[.36]     m:[95/s]     mi:[95/s]
VISUALS.update_screen()                      t:[.36]     m:[95/s]     mi:[95/s]

-------Reload
Simulation.main()                            t:[.36]     m:[95/s]     mi:[95/s]
Simulation.reload()                          t:[.36]     m:[96/s]     mi:[96/s]
CONTROLLS.handle_events()                    t:[.36]     m:[97/s]     mi:[97/s]
VISUALS.reload()                             t:[.36]     m:[97/s]     mi:[97/s]
VISUALS.get_actions()                        t:[.36]     m:[98/s]     mi:[98/s]
VISUALS.clear_screen()                       t:[.36]     m:[98/s]     mi:[98/s]
VISUALS.draw_objects()                       t:[.36]     m:[99/s]     mi:[99/s]
VISUALS.show_message()                       t:[.36]     m:[99/s]     mi:[99/s]
VISUALS.draw_object()                        t:[.36]     m:[100/s]    mi:[100/s]
VISUALS.draw_rect()                          t:[.36]     m:[100/s]    mi:[100/s]
VISUALS.show_message()                       t:[.36]     m:[101/s]    mi:[101/s]
VISUALS.draw_object()                        t:[.36]     m:[101/s]    mi:[101/s]
VISUALS.draw_rect()                          t:[.36]     m:[102/s]    mi:[102/s]
VISUALS.show_message()                       t:[.36]     m:[102/s]    mi:[102/s]
VISUALS.info()                               t:[.36]     m:[103/s]    mi:[103/s]
VISUALS.mouse_info()                         t:[.36]     m:[103/s]    mi:[103/s]
VISUALS.show_message()                       t:[.36]     m:[104/s]    mi:[104/s]
VISUALS.show_message()                       t:[.36]     m:[105/s]    mi:[105/s]
VISUALS.show_messages()                      t:[.36]     m:[105/s]    mi:[105/s]
VISUALS.show_message()                       t:[.36]     m:[106/s]    mi:[106/s]
VISUALS.screen_info()                        t:[.36]     m:[106/s]    mi:[106/s]
VISUALS.show_message()                       t:[.36]     m:[107/s]    mi:[107/s]
VISUALS.show_message()                       t:[.36]     m:[107/s]    mi:[107/s]
VISUALS.show_messages()                      t:[.36]     m:[108/s]    mi:[108/s]
VISUALS.show_message()                       t:[.36]     m:[108/s]    mi:[108/s]
VISUALS.show_message()                       t:[.36]     m:[109/s]    mi:[109/s]
VISUALS.show_message()                       t:[.36]     m:[109/s]    mi:[109/s]
VISUALS.show_message()                       t:[.36]     m:[110/s]    mi:[110/s]
VISUALS.debug_info()                         t:[.36]     m:[110/s]    mi:[110/s]
VISUALS.show_message()                       t:[.36]     m:[111/s]    mi:[111/s]
VISUALS.show_message()                       t:[.36]     m:[112/s]    mi:[112/s]
VISUALS.show_messages()                      t:[.36]     m:[112/s]    mi:[112/s]
VISUALS.show_message()                       t:[.36]     m:[113/s]    mi:[113/s]
VISUALS.show_message()                       t:[.36]     m:[113/s]    mi:[113/s]
VISUALS.show_message()                       t:[.36]     m:[114/s]    mi:[114/s]
VISUALS.show_message()                       t:[.36]     m:[114/s]    mi:[114/s]
VISUALS.show_message()                       t:[.36]     m:[115/s]    mi:[115/s]
VISUALS.show_message()                       t:[.36]     m:[115/s]    mi:[115/s]
VISUALS.show_message()                       t:[.36]     m:[116/s]    mi:[116/s]
VISUALS.show_message()                       t:[.36]     m:[116/s]    mi:[116/s]
VISUALS.show_message()                       t:[.36]     m:[117/s]    mi:[117/s]
VISUALS.show_message()                       t:[.36]     m:[117/s]    mi:[117/s]
VISUALS.show_message()                       t:[.36]     m:[118/s]    mi:[118/s]
VISUALS.show_message()                       t:[.36]     m:[118/s]    mi:[118/s]
VISUALS.show_message()                       t:[.36]     m:[119/s]    mi:[119/s]
VISUALS.show_message()                       t:[.37]     m:[119/s]    mi:[119/s]
VISUALS.show_message()                       t:[.37]     m:[120/s]    mi:[120/s]
VISUALS.show_message()                       t:[.37]     m:[121/s]    mi:[121/s]
VISUALS.show_message()                       t:[.37]     m:[121/s]    mi:[121/s]
VISUALS.show_message()                       t:[.37]     m:[122/s]    mi:[122/s]
VISUALS.show_message()                       t:[.37]     m:[122/s]    mi:[122/s]
VISUALS.show_message()                       t:[.37]     m:[123/s]    mi:[123/s]
VISUALS.show_message()                       t:[.37]     m:[123/s]    mi:[123/s]
VISUALS.show_message()                       t:[.37]     m:[124/s]    mi:[124/s]
VISUALS.show_message()                       t:[.37]     m:[124/s]    mi:[124/s]
VISUALS.show_message()                       t:[.37]     m:[125/s]    mi:[125/s]
VISUALS.show_message()                       t:[.37]     m:[125/s]    mi:[125/s]
VISUALS.show_message()                       t:[.37]     m:[126/s]    mi:[126/s]
VISUALS.show_message()                       t:[.37]     m:[126/s]    mi:[126/s]
VISUALS.show_message()                       t:[.37]     m:[127/s]    mi:[127/s]
VISUALS.show_message()                       t:[.37]     m:[128/s]    mi:[128/s]
VISUALS.debug_errors()                       t:[.37]     m:[128/s]    mi:[128/s]
VISUALS.show_message()                       t:[.37]     m:[129/s]    mi:[129/s]
VISUALS.show_message()                       t:[.37]     m:[129/s]    mi:[129/s]
VISUALS.show_errors()                        t:[.37]     m:[130/s]    mi:[130/s]
VISUALS.update_screen()                      t:[.37]     m:[130/s]    mi:[130/s]

-------Reload
Simulation.main()                            t:[.37]     m:[130/s]    mi:[130/s]
Simulation.reload()                          t:[.37]     m:[131/s]    mi:[131/s]
CONTROLLS.handle_events()                    t:[.37]     m:[131/s]    mi:[131/s]
VISUALS.reload()                             t:[.37]     m:[132/s]    mi:[132/s]
VISUALS.get_actions()                        t:[.37]     m:[132/s]    mi:[132/s]
VISUALS.clear_screen()                       t:[.37]     m:[133/s]    mi:[133/s]
VISUALS.draw_objects()                       t:[.37]     m:[133/s]    mi:[133/s]
VISUALS.show_message()                       t:[.37]     m:[134/s]    mi:[134/s]
VISUALS.draw_object()                        t:[.37]     m:[134/s]    mi:[134/s]
VISUALS.draw_rect()                          t:[.37]     m:[135/s]    mi:[135/s]
VISUALS.show_message()                       t:[.37]     m:[135/s]    mi:[135/s]
VISUALS.draw_object()                        t:[.37]     m:[136/s]    mi:[136/s]
VISUALS.draw_rect()                          t:[.37]     m:[136/s]    mi:[136/s]
VISUALS.show_message()                       t:[.37]     m:[137/s]    mi:[137/s]
VISUALS.info()                               t:[.37]     m:[137/s]    mi:[137/s]
VISUALS.mouse_info()                         t:[.37]     m:[138/s]    mi:[138/s]
VISUALS.show_message()                       t:[.37]     m:[138/s]    mi:[138/s]
VISUALS.show_message()                       t:[.37]     m:[139/s]    mi:[139/s]
VISUALS.show_messages()                      t:[.37]     m:[139/s]    mi:[139/s]
VISUALS.show_message()                       t:[.37]     m:[140/s]    mi:[140/s]
VISUALS.screen_info()                        t:[.37]     m:[141/s]    mi:[141/s]
VISUALS.show_message()                       t:[.37]     m:[141/s]    mi:[141/s]
VISUALS.show_message()                       t:[.37]     m:[142/s]    mi:[142/s]
VISUALS.show_messages()                      t:[.37]     m:[142/s]    mi:[142/s]
VISUALS.show_message()                       t:[.37]     m:[143/s]    mi:[143/s]
VISUALS.show_message()                       t:[.37]     m:[143/s]    mi:[143/s]
VISUALS.show_message()                       t:[.37]     m:[144/s]    mi:[144/s]
VISUALS.show_message()                       t:[.37]     m:[144/s]    mi:[144/s]
VISUALS.debug_info()                         t:[.37]     m:[145/s]    mi:[145/s]
VISUALS.show_message()                       t:[.37]     m:[145/s]    mi:[145/s]
VISUALS.show_message()                       t:[.37]     m:[146/s]    mi:[146/s]
VISUALS.show_messages()                      t:[.37]     m:[146/s]    mi:[146/s]
VISUALS.show_message()                       t:[.37]     m:[147/s]    mi:[147/s]
VISUALS.show_message()                       t:[.37]     m:[148/s]    mi:[148/s]
VISUALS.show_message()                       t:[.37]     m:[148/s]    mi:[148/s]
VISUALS.show_message()                       t:[.37]     m:[148/s]    mi:[148/s]
VISUALS.show_message()                       t:[.37]     m:[149/s]    mi:[149/s]
VISUALS.show_message()                       t:[.37]     m:[150/s]    mi:[150/s]
VISUALS.show_message()                       t:[.37]     m:[150/s]    mi:[150/s]
VISUALS.show_message()                       t:[.37]     m:[151/s]    mi:[151/s]
VISUALS.show_message()                       t:[.37]     m:[151/s]    mi:[151/s]
VISUALS.show_message()                       t:[.37]     m:[152/s]    mi:[152/s]
VISUALS.show_message()                       t:[.37]     m:[152/s]    mi:[152/s]
VISUALS.show_message()                       t:[.37]     m:[153/s]    mi:[153/s]
VISUALS.show_message()                       t:[.37]     m:[153/s]    mi:[153/s]
VISUALS.show_message()                       t:[.37]     m:[154/s]    mi:[154/s]
VISUALS.show_message()                       t:[.37]     m:[154/s]    mi:[154/s]
VISUALS.show_message()                       t:[.37]     m:[155/s]    mi:[155/s]
VISUALS.show_message()                       t:[.37]     m:[155/s]    mi:[155/s]
VISUALS.show_message()                       t:[.37]     m:[156/s]    mi:[156/s]
VISUALS.show_message()                       t:[.37]     m:[156/s]    mi:[156/s]
VISUALS.show_message()                       t:[.37]     m:[157/s]    mi:[157/s]
VISUALS.show_message()                       t:[.37]     m:[157/s]    mi:[157/s]
VISUALS.show_message()                       t:[.37]     m:[158/s]    mi:[158/s]
VISUALS.show_message()                       t:[.37]     m:[159/s]    mi:[159/s]
VISUALS.show_message()                       t:[.37]     m:[159/s]    mi:[159/s]
VISUALS.show_message()                       t:[.37]     m:[160/s]    mi:[160/s]
VISUALS.show_message()                       t:[.37]     m:[160/s]    mi:[160/s]
VISUALS.show_message()                       t:[.37]     m:[161/s]    mi:[161/s]
VISUALS.show_message()                       t:[.37]     m:[161/s]    mi:[161/s]
VISUALS.show_message()                       t:[.37]     m:[162/s]    mi:[162/s]
VISUALS.debug_errors()                       t:[.37]     m:[162/s]    mi:[162/s]
VISUALS.show_message()                       t:[.37]     m:[163/s]    mi:[163/s]
VISUALS.show_message()                       t:[.37]     m:[163/s]    mi:[163/s]
VISUALS.show_errors()                        t:[.37]     m:[164/s]    mi:[164/s]
VISUALS.update_screen()                      t:[.37]     m:[164/s]    mi:[164/s]

-------Reload
Simulation.main()                            t:[.37]     m:[164/s]    mi:[164/s]
Simulation.reload()                          t:[.37]     m:[164/s]    mi:[164/s]
CONTROLLS.handle_events()                    t:[.37]     m:[165/s]    mi:[165/s]
VISUALS.reload()                             t:[.37]     m:[166/s]    mi:[166/s]
VISUALS.get_actions()                        t:[.37]     m:[166/s]    mi:[166/s]
VISUALS.clear_screen()                       t:[.37]     m:[167/s]    mi:[167/s]
VISUALS.draw_objects()                       t:[.37]     m:[167/s]    mi:[167/s]
VISUALS.show_message()                       t:[.37]     m:[167/s]    mi:[167/s]
VISUALS.draw_object()                        t:[.37]     m:[168/s]    mi:[168/s]
VISUALS.draw_rect()                          t:[.37]     m:[169/s]    mi:[169/s]
VISUALS.show_message()                       t:[.37]     m:[169/s]    mi:[169/s]
VISUALS.draw_object()                        t:[.37]     m:[170/s]    mi:[170/s]
VISUALS.draw_rect()                          t:[.37]     m:[170/s]    mi:[170/s]
VISUALS.show_message()                       t:[.37]     m:[171/s]    mi:[171/s]
VISUALS.info()                               t:[.37]     m:[171/s]    mi:[171/s]
VISUALS.mouse_info()                         t:[.37]     m:[172/s]    mi:[172/s]
VISUALS.show_message()                       t:[.37]     m:[172/s]    mi:[172/s]
VISUALS.show_message()                       t:[.37]     m:[173/s]    mi:[173/s]
VISUALS.show_messages()                      t:[.37]     m:[173/s]    mi:[173/s]
VISUALS.show_message()                       t:[.37]     m:[174/s]    mi:[174/s]
VISUALS.screen_info()                        t:[.37]     m:[174/s]    mi:[174/s]
VISUALS.show_message()                       t:[.37]     m:[175/s]    mi:[175/s]
VISUALS.show_message()                       t:[.37]     m:[175/s]    mi:[175/s]
VISUALS.show_messages()                      t:[.37]     m:[176/s]    mi:[176/s]
VISUALS.show_message()                       t:[.37]     m:[176/s]    mi:[176/s]
VISUALS.show_message()                       t:[.37]     m:[177/s]    mi:[177/s]
VISUALS.show_message()                       t:[.37]     m:[178/s]    mi:[178/s]
VISUALS.show_message()                       t:[.37]     m:[178/s]    mi:[178/s]
VISUALS.debug_info()                         t:[.37]     m:[179/s]    mi:[179/s]
VISUALS.show_message()                       t:[.37]     m:[179/s]    mi:[179/s]
VISUALS.show_message()                       t:[.37]     m:[180/s]    mi:[180/s]
VISUALS.show_messages()                      t:[.37]     m:[180/s]    mi:[180/s]
VISUALS.show_message()                       t:[.37]     m:[181/s]    mi:[181/s]
VISUALS.show_message()                       t:[.37]     m:[181/s]    mi:[181/s]
VISUALS.show_message()                       t:[.37]     m:[182/s]    mi:[182/s]
VISUALS.show_message()                       t:[.37]     m:[182/s]    mi:[182/s]
VISUALS.show_message()                       t:[.37]     m:[183/s]    mi:[183/s]
VISUALS.show_message()                       t:[.37]     m:[183/s]    mi:[183/s]
VISUALS.show_message()                       t:[.37]     m:[184/s]    mi:[184/s]
VISUALS.show_message()                       t:[.37]     m:[184/s]    mi:[184/s]
VISUALS.show_message()                       t:[.37]     m:[185/s]    mi:[185/s]
VISUALS.show_message()                       t:[.37]     m:[185/s]    mi:[185/s]
VISUALS.show_message()                       t:[.37]     m:[186/s]    mi:[186/s]
VISUALS.show_message()                       t:[.37]     m:[186/s]    mi:[186/s]
VISUALS.show_message()                       t:[.37]     m:[187/s]    mi:[187/s]
VISUALS.show_message()                       t:[.37]     m:[187/s]    mi:[187/s]
VISUALS.show_message()                       t:[.37]     m:[188/s]    mi:[188/s]
VISUALS.show_message()                       t:[.37]     m:[188/s]    mi:[188/s]
VISUALS.show_message()                       t:[.37]     m:[189/s]    mi:[189/s]
VISUALS.show_message()                       t:[.37]     m:[190/s]    mi:[190/s]
VISUALS.show_message()                       t:[.37]     m:[190/s]    mi:[190/s]
